,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
1787,Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,31,23,873,30890
1788,Volkswagen,Beetle Convertible,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,34,25,873,25490
1789,Volkswagen,Beetle,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,41,31,873,25895
1790,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,30,24,873,31625
1791,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,33,25,873,20195
1792,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,33,25,873,24185
1793,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,33,25,873,26985
1794,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,23,873,30525
1795,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,33,25,873,26195
1796,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,23085
1797,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,33,25,873,21795
1798,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,23,873,28115
1799,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,30,24,873,32475
1800,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,23,873,28675
1801,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,20695
1802,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,23,873,25450
1803,Volkswagen,Beetle,2015,diesel,150.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,41,31,873,27710
1804,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,30,24,873,26550
1805,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,25885
1806,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,30,24,873,29215
1807,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,25095
1808,Volkswagen,Beetle,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,41,31,873,26430
1809,Volkswagen,Beetle,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,41,31,873,29625
1810,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,23,873,31375
1811,Volkswagen,Beetle,2015,diesel,150.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,41,31,873,28525
1812,Volkswagen,Beetle,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,41,31,873,28810
1813,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,33,25,873,24705
1814,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,23605
1815,Volkswagen,Beetle,2015,diesel,150.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,41,31,873,25330
1816,Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,30,24,873,29775
1817,Volkswagen,Beetle,2015,diesel,150.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,41,31,873,24795
1818,Volkswagen,Beetle,2016,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,23,873,25995
1819,Volkswagen,Beetle,2016,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,24,873,27095
1820,Volkswagen,Beetle,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,34,25,873,22450
1821,Volkswagen,Beetle,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,34,25,873,19795
1822,Volkswagen,Beetle,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,34,25,873,25975
1823,Volkswagen,Beetle,2016,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,34,24,873,21350
1824,Volkswagen,Beetle,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,34,25,873,19595
1825,Volkswagen,Beetle,2016,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,23,873,31450
1826,Volkswagen,Beetle,2016,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,24,873,32550
1827,Volkswagen,Beetle,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,31,24,873,23995
1828,Volkswagen,Beetle,2017,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,20475
1829,Volkswagen,Beetle,2017,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,19995
1830,Volkswagen,Beetle,2017,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,31,24,873,23995
1831,Volkswagen,Beetle,2017,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,21890
1832,Volkswagen,Beetle,2017,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,29,23,873,32550
1833,Volkswagen,Beetle,2017,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,25975
1834,Volkswagen,Beetle,2017,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,22450
1835,Chevrolet,Beretta,1994,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,27,18,1385,2000
1836,Chevrolet,Beretta,1994,regular unleaded,120.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,31,22,1385,2000
1837,Chevrolet,Beretta,1995,regular unleaded,120.0,4.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,33,21,1385,2000
1838,Chevrolet,Beretta,1995,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,18,1385,2000
1839,Chevrolet,Beretta,1996,regular unleaded,120.0,4.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,33,22,1385,2000
1840,Chevrolet,Beretta,1996,regular unleaded,155.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,18,1385,2000
1841,Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,1385,39030
1842,Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,1385,41675
1843,Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,21,15,1385,44580
1844,Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,21,15,1385,38625
1845,Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,1385,47885
1846,Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,21,15,1385,35980
1847,Lincoln,Blackwood,2002,premium unleaded (required),300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,15,11,61,51785
1848,Chevrolet,Blazer,2003,regular unleaded,190.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,20,14,1385,20745
1849,Chevrolet,Blazer,2003,regular unleaded,190.0,6.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,18,13,1385,23745
1850,Chevrolet,Blazer,2003,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,21,15,1385,24695
1851,Chevrolet,Blazer,2003,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,17,13,1385,26695
1852,Chevrolet,Blazer,2003,regular unleaded,190.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,20,14,1385,22845
1853,Chevrolet,Blazer,2004,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,19,14,1385,25230
1854,Chevrolet,Blazer,2004,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,17,13,1385,27230
1855,Chevrolet,Blazer,2004,regular unleaded,190.0,6.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,18,13,1385,24055
1856,Chevrolet,Blazer,2004,regular unleaded,190.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,19,14,1385,23255
1857,Chevrolet,Blazer,2004,regular unleaded,190.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,19,14,1385,21055
1858,Chevrolet,Blazer,2005,regular unleaded,190.0,6.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,17,13,1385,24305
1859,Chevrolet,Blazer,2005,regular unleaded,190.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,20,14,1385,21305
1860,Chevrolet,Blazer,2005,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20,15,1385,25480
1861,Chevrolet,Blazer,2005,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,18,14,1385,27480
1862,Pontiac,Bonneville,2003,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,27,17,210,26695
1863,Pontiac,Bonneville,2003,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,27,17,210,29670
1864,Pontiac,Bonneville,2003,premium unleaded (required),240.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,25,16,210,34020
1865,Pontiac,Bonneville,2004,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,27,18,210,27185
1866,Pontiac,Bonneville,2004,premium unleaded (required),275.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,22,15,210,35270
1867,Pontiac,Bonneville,2004,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,27,18,210,30035
1868,Pontiac,Bonneville,2005,premium unleaded (required),275.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,22,15,210,35585
1869,Pontiac,Bonneville,2005,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,27,18,210,30350
1870,Pontiac,Bonneville,2005,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,27,18,210,27965
1871,Kia,Borrego,2009,regular unleaded,337.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,22,15,1720,30995
1872,Kia,Borrego,2009,regular unleaded,276.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,21,17,1720,27995
1873,Kia,Borrego,2009,regular unleaded,276.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,21,16,1720,29995
1874,Kia,Borrego,2009,regular unleaded,276.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,21,17,1720,26245
1875,Kia,Borrego,2009,regular unleaded,337.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,20,15,1720,39995
1876,Kia,Borrego,2009,regular unleaded,337.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,22,15,1720,37995
1877,Kia,Borrego,2009,regular unleaded,337.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,20,15,1720,32995
1878,Kia,Borrego,2009,regular unleaded,337.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,20,15,1720,30995
1879,Kia,Borrego,2009,regular unleaded,276.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,21,16,1720,28295
1880,Porsche,Boxster,2014,premium unleaded (required),315.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,28,20,1715,62100
1881,Porsche,Boxster,2014,premium unleaded (required),265.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,30,20,1715,50400
1882,Porsche,Boxster,2015,premium unleaded (required),330.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,26,19,1715,73500
1883,Porsche,Boxster,2015,premium unleaded (required),315.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,28,20,1715,63300
1884,Porsche,Boxster,2015,premium unleaded (required),265.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,30,20,1715,51400
1885,Porsche,Boxster,2016,premium unleaded (required),330.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,26,19,1715,74600
1886,Porsche,Boxster,2016,premium unleaded (required),315.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,28,20,1715,63900
1887,Porsche,Boxster,2016,premium unleaded (required),265.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,30,20,1715,52100
1888,Oldsmobile,Bravada,2002,regular unleaded,270.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,19,14,26,34745
1889,Oldsmobile,Bravada,2002,regular unleaded,270.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20,14,26,32215
1890,Oldsmobile,Bravada,2002,regular unleaded,270.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20,14,26,32660
1891,Oldsmobile,Bravada,2003,regular unleaded,275.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20,14,26,33395
1892,Oldsmobile,Bravada,2003,regular unleaded,275.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,19,13,26,35345
1893,Oldsmobile,Bravada,2004,regular unleaded,275.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,19,14,26,33920
1894,Oldsmobile,Bravada,2004,regular unleaded,275.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,19,14,26,35870
1895,Plymouth,Breeze,1998,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,33,23,535,2000
1896,Plymouth,Breeze,1999,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,33,23,535,2000
1897,Plymouth,Breeze,2000,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,34,23,535,2000
1898,Ford,Bronco II,1990,regular unleaded,140.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,20,16,5657,2000
1899,Ford,Bronco II,1990,regular unleaded,140.0,6.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,20,15,5657,2000
1900,Ford,Bronco,1994,regular unleaded,185.0,8.0,MANUAL,four wheel drive,2.0,Midsize,2dr SUV,16,12,5657,2308
1901,Ford,Bronco,1994,regular unleaded,185.0,8.0,AUTOMATIC,four wheel drive,2.0,Midsize,2dr SUV,17,12,5657,2585
1902,Ford,Bronco,1994,regular unleaded,185.0,8.0,MANUAL,four wheel drive,2.0,Midsize,2dr SUV,16,12,5657,2396
1903,Ford,Bronco,1995,regular unleaded,205.0,8.0,MANUAL,four wheel drive,2.0,Midsize,2dr SUV,16,12,5657,2620
1904,Ford,Bronco,1995,regular unleaded,205.0,8.0,AUTOMATIC,four wheel drive,2.0,Midsize,2dr SUV,17,12,5657,2872
1905,Ford,Bronco,1995,regular unleaded,205.0,8.0,MANUAL,four wheel drive,2.0,Midsize,2dr SUV,16,12,5657,2474
1906,Ford,Bronco,1996,regular unleaded,199.0,8.0,MANUAL,four wheel drive,2.0,Midsize,2dr SUV,16,13,5657,2774
1907,Ford,Bronco,1996,regular unleaded,199.0,8.0,MANUAL,four wheel drive,2.0,Midsize,2dr SUV,16,13,5657,2996
1908,Ford,Bronco,1996,regular unleaded,199.0,8.0,AUTOMATIC,four wheel drive,2.0,Midsize,2dr SUV,16,11,5657,3248
1909,Bentley,Brooklands,2009,premium unleaded (required),530.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,14,10,520,340990
1910,Bentley,Brooklands,2010,premium unleaded (required),530.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,15,9,520,340990
1911,Cadillac,Brougham,1990,regular unleaded,140.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,22,15,1624,2000
1912,Cadillac,Brougham,1991,regular unleaded,170.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,23,15,1624,2000
1913,Cadillac,Brougham,1992,regular unleaded,170.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,23,15,1624,2000
1914,Subaru,BRZ,2015,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,30,22,640,29490
1915,Subaru,BRZ,2015,premium unleaded (required),200.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,34,25,640,28795
1916,Subaru,BRZ,2015,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,30,22,640,25695
1917,Subaru,BRZ,2015,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,30,22,640,27695
1918,Subaru,BRZ,2016,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,30,22,640,27395
1919,Subaru,BRZ,2016,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,30,22,640,27690
1920,Subaru,BRZ,2016,premium unleaded (required),200.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,34,25,640,28495
1921,Subaru,BRZ,2016,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,30,22,640,25395
1922,Subaru,BRZ,2017,premium unleaded (required),200.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,33,24,640,28745
1923,Subaru,BRZ,2017,premium unleaded (required),205.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,21,640,29695
1924,Subaru,BRZ,2017,premium unleaded (required),205.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,21,640,25495
1925,Subaru,BRZ,2017,premium unleaded (required),205.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,21,640,27645
1926,Mercedes-Benz,C-Class,2015,premium unleaded (required),241.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,31,24,617,40400
1927,Mercedes-Benz,C-Class,2015,premium unleaded (required),302.0,6.0,AUTOMATIC,all wheel drive,2.0,Compact,Coupe,27,19,617,46050
1928,Mercedes-Benz,C-Class,2015,premium unleaded (required),241.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,27,19,617,42575
1929,Mercedes-Benz,C-Class,2015,premium unleaded (required),451.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,19,13,617,62950
1930,Mercedes-Benz,C-Class,2015,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,34,25,617,38400
1931,Mercedes-Benz,C-Class,2015,premium unleaded (required),302.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,28,20,617,44050
1932,Mercedes-Benz,C-Class,2015,premium unleaded (required),241.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,31,24,617,41050
1933,Mercedes-Benz,C-Class,2015,premium unleaded (required),329.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,21,617,48590
1934,Mercedes-Benz,C-Class,2015,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,34,25,617,39050
1935,Mercedes-Benz,C-Class,2015,premium unleaded (required),503.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,25,18,617,71900
1936,Mercedes-Benz,C-Class,2015,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,34,25,617,40575
1937,Mercedes-Benz,C-Class,2015,premium unleaded (required),469.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,25,18,617,63900
1938,Mercedes-Benz,C-Class,2015,premium unleaded (required),201.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,31,22,617,39400
1939,Mercedes-Benz,C-Class,2016,premium unleaded (required),241.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,31,24,617,43125
1940,Mercedes-Benz,C-Class,2016,premium unleaded (required),362.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,21,617,50800
1941,Mercedes-Benz,C-Class,2016,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,34,25,617,41125
1942,Mercedes-Benz,C-Class,2016,premium unleaded (required),241.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,31,24,617,41275
1943,Mercedes-Benz,C-Class,2016,premium unleaded (required),503.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,25,18,617,73250
1944,Mercedes-Benz,C-Class,2016,premium unleaded (required),469.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,25,18,617,65250
1945,Mercedes-Benz,C-Class,2016,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,34,25,617,38950
1946,Mercedes-Benz,C-Class,2016,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,34,25,617,39275
1947,Mercedes-Benz,C-Class,2016,premium unleaded (required),241.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,31,24,617,40950
1948,Mercedes-Benz,C-Class,2017,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,34,24,617,39850
1949,Mercedes-Benz,C-Class,2017,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,34,24,617,39500
1950,Mercedes-Benz,C-Class,2017,premium unleaded (required),362.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,21,617,52000
1951,Mercedes-Benz,C-Class,2017,premium unleaded (required),503.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,24,18,617,72800
1952,Mercedes-Benz,C-Class,2017,premium unleaded (required),469.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,23,17,617,67000
1953,Mercedes-Benz,C-Class,2017,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,34,24,617,41675
1954,Mercedes-Benz,C-Class,2017,premium unleaded (required),241.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,31,24,617,44650
1955,Mercedes-Benz,C-Class,2017,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,30,23,617,42650
